0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	3
22	5.9
23	8.6
24	11.5
25	14.3
26	16.9
27	17.3
28	18.1
29	20.7
30	21.7
31	22.4
32	22.5
33	22.1
34	21.5
35	20.9
36	20.4
37	19.8
38	17
39	14.9
40	14.9
41	15.2
42	15.5
43	16
44	17.1
45	19.1
46	21.1
47	22.7
48	22.9
49	22.7
50	22.6
51	21.3
52	19
53	17.1
54	15.8
55	15.8
56	17.7
57	19.8
58	21.6
59	23.2
60	24.2
61	24.6
62	24.9
63	25
64	24.6
65	24.5
66	24.7
67	24.8
68	24.7
69	24.6
70	24.6
71	25.1
72	25.6
73	25.7
74	25.4
75	24.9
76	25
77	25.4
78	26
79	26
80	25.7
81	26.1
82	26.7
83	27.5
84	28.6
85	29.3
86	29.8
87	30.1
88	30.4
89	30.7
90	30.7
91	30.5
92	30.4
93	30.3
94	30.4
95	30.8
96	30.4
97	29.9
98	29.5
99	29.8
100	30.3
101	30.7
102	30.9
103	31
104	30.9
105	30.4
106	29.8
107	29.9
108	30.2
109	30.7
110	31.2
111	31.8
112	32.2
113	32.4
114	32.2
115	31.7
116	28.6
117	25.3
118	22
119	18.7
120	15.4
121	12.1
122	8.8
123	5.5
124	2.2
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	3.3
165	6.6
166	9.9
167	13.2
168	16.5
169	19.8
170	22.2
171	24.3
172	25.8
173	26.4
174	25.7
175	25.1
176	24.7
177	25
178	25.2
179	25.4
180	25.8
181	27.2
182	26.5
183	24
184	22.7
185	19.4
186	17.7
187	17.2
188	18.1
189	18.6
190	20
191	22.2
192	24.5
193	27.3
194	30.5
195	33.5
196	36.2
197	37.3
198	39.3
199	40.5
200	42.1
201	43.5
202	45.1
203	46
204	46.8
205	47.5
206	47.5
207	47.3
208	47.2
209	47
210	47
211	47
212	47
213	47
214	47.2
215	47.4
216	47.9
217	48.5
218	49.1
219	49.5
220	50
221	50.6
222	51
223	51.5
224	52.2
225	53.2
226	54.1
227	54.6
228	54.9
229	55
230	54.9
231	54.6
232	54.6
233	54.8
234	55.1
235	55.5
236	55.7
237	56.1
238	56.3
239	56.6
240	56.7
241	56.7
242	56.5
243	56.5
244	56.5
245	56.5
246	56.5
247	56.5
248	56.4
249	56.1
250	55.8
251	55.1
252	54.6
253	54.2
254	54
255	53.7
256	53.6
257	53.9
258	54
259	54.1
260	54.1
261	53.8
262	53.4
263	53
264	52.6
265	52.1
266	52.4
267	52
268	51.9
269	51.7
270	51.5
271	51.6
272	51.8
273	52.1
274	52.5
275	53
276	53.5
277	54
278	54.9
279	55.4
280	55.6
281	56
282	56
283	55.8
284	55.2
285	54.5
286	53.6
287	52.5
288	51.5
289	51.5
290	51.5
291	51.1
292	50.1
293	50
294	50.1
295	50
296	49.6
297	49.5
298	49.5
299	49.5
300	49.1
301	48.6
302	48.1
303	47.2
304	46.1
305	45
306	43.8
307	42.6
308	41.5
309	40.3
310	38.5
311	37
312	35.2
313	33.8
314	32.5
315	31.5
316	30.6
317	30.5
318	30
319	29
320	27.5
321	24.8
322	21.5
323	20.1
324	19.1
325	18.5
326	17
327	15.5
328	12.5
329	10.8
330	8
331	4.7
332	1.4
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	1
348	4.3
349	7.6
350	10.9
351	14.2
352	17.3
353	20
354	22.5
355	23.7
356	25.2
357	26.6
358	28.1
359	30
360	30.8
361	31.6
362	32.1
363	32.8
364	33.6
365	34.5
366	34.6
367	34.9
368	34.8
369	34.5
370	34.7
371	35.5
372	36
373	36
374	36
375	36
376	36
377	36
378	36.1
379	36.4
380	36.5
381	36.4
382	36
383	35.1
384	34.1
385	33.5
386	31.4
387	29
388	25.7
389	23
390	20.3
391	17.5
392	14.5
393	12
394	8.7
395	5.4
396	2.1
397	0
